price;rooms;size;bathrooms;living_areas;bedrooms;type_of_property;city;region
397000.0;3;408;1;4;null;house;null;Soliman
310000.0;null;143;2;3;2;house;La Soukra;La Soukra
180000.0;null;230;2;3;2;house;Hammam Sousse;Hammam Sousse
700000.0;null;1785;2;null;4;house;Midoun;Zone touristique
270000.0;3;311;3;null;3;house;Sidi Thabet;Sidi Thabet
450000.0;3;170;1;null;null;house;Hammamet;Hammamet
2000000.0;6;900;4;8;null;house;El Menzah;Mutuelle Ville
140000.0;10;1177;2;null;null;house;Hammamet;Hammamet
880000.0;5;360;1;null;null;house;Akouda;Chott Meriem
590000.0;null;400;3;null;3;house;Hammamet;Hammamet Sud
799000.0;null;null;null;null;null;null;Raoued;Raoued
null;5;548;2;null;null;house;La Marsa;La Marsa
850000.0;6;280;4;null;null;house;Sousse Ville;Sousse Ville
190000.0;3;65;1;null;2;house;Bizerte Nord;Bizerte
750000.0;9;568;3;null;null;house;Raoued;Cite el Ghazela
570000.0;null;300;null;9;5;house;Djerba;Djerba
320000.0;6;220;2;null;null;house;Boumhel;Boumhel 
790000.0;null;529;null;4;3;house;Hammamet;Hammamet
560000.0;null;117;3;4;3;Apartment;Hammamet;Hammamet Nord
null;3;120;2;1;null;house;null;Sijoumi
null;4;250;1;null;null;house;Tunis;Sidi Bahri
220000.0;4;190;1;null;null;house;Raoued;Cite El Wafa
680000.0;5;477;null;6;null;house;Sousse Ville;Sahloul
170000.0;1;40;1;2;null;house;Hammamet;Hammamet Nord
435000.0;6;190;3;null;5;house;Sousse Ville;Sousse Medina
null;3;100;1;null;null;apartment;La Manouba;La Manouba
1100000.0;null;500;null;10;6;house;Le Kram;Les Jardins de Carthage
150000.0;2;260;1;1;null;house;null;Kalaa Kebira
430000.0;null;160;2;4;3;apartment;Midoun;Midoune
260000.0;4;200;2;null;null;house;Raoued;Ariana Essoghra
140000.0;4;106;2;6;null;house;Mohamadia;Mohamadia
730000.0;null;380;3;13;13;house;El Ouardia;El Ouardia
1100000.0;4;544;2;null;null;house;Le Bardo;Le Bardo
80000.0;null;103;1;2;2;house;null;Kelibia
129000.0;null;120;1;4;4;house;null;Kelibia
360000.0;5;300;2;null;null;house;Raoued;Cite des Juges
660000.0;4;240;4;5;null;house;Boumhel ;Cite El Bassatine Ancien 
370000.0;3;200;2;null;null;house;Nabeul;Nabeul
null;4;193;2;null;null;house;La Marsa;La Marsa
545000.0;4;1250;2;null;null;house;null;Bou Argoub
120000.0;3;150;2;4;null;house;Boumhel;Boumhel 
650000.0;9;500;3;15;null;house;Hammam Chatt;Borj Cedria
null;2;100;1;3;null;house;Hammamet;Hammamet
580000.0;4;166;5;5;null;apartment;Hammamet;Hammamet Sud
null;null;265;2;null;3;house;Sousse Jaouhara;Sousse Jaouhara
null;4;520;4;7;null;house;Nabeul;Nabeul
720000.0;5;242;3;null;null;house;La Soukra;La Soukra
360000.0;3;300;1;3;null;house;Raoued;Raoued
850000.0;10;1000;4;null;null;house;Raoued;Raoued
660000.0;5;300;2;null;null;house;La Marsa;La Marsa
null;null;null;null;null;null;null;Monastir Ville;Monastir Ville
1400000.0;10;250;2;null;null;house;Le Bardo;Le Bardo
520000.0;3;412;2;null;null;house;Raoued;Cite el Ghazela
250000.0;4;280;1;null;null;house;Monastir Ville;Monastir Ville
680000.0;null;410;3;13;8;house;El Omrane;El Omrane
380000.0;5;207;1;null;3;house;Raoued;Cite Ennkhilet
1250000.0;5;380;null;6;null;apartment;Le Kram;Les Jardins de Carthage
1650000.0;7;440;3;null;null;house;La Marsa;La Marsa
550000.0;10;341;4;null;null;house;e;Megrine Riadh inMégr
820000.0;5;485;3;null;null;house;Raoued;Raoued
null;5;660;null;null;null;house;La Marsa;La Marsa
null;null;null;null;null;null;null;La Marsa;Aouina
205000.0;null;180;2;null;2;house;null;Hammam El Ghezaz
null;null;208;3;null;8;house;Rades;Cite Ennour
850000.0;6;443;null;8;null;house;Le Bardo;Le Bardo
null;4;184;1;null;null;house;Rades;Rades Plage
590000.0;null;306;null;8;5;house;La Soukra;Borj Louzir
550000.0;4;265;4;null;null;house;Nabeul;Nabeul
1350000.0;null;270;null;5;3;house;Carthage;Amilcar
690000.0;6;400;2;null;null;house;El Omrane;El Omrane
520000.0;8;300;4;12;null;house;Raoued;Raoued
350000.0;null;240;1;2;2;house;null;Hammam El Ghezaz
4000000.0;null;1200;1;3;3;Residence;La Marsa;Gammarth Superieur
800000.0;11;416;3;null;9;house;null;Bizerte
620000.0;5;427;3;6;null;house;El Mourouj;El Mourouj 1
200000.0;3;140;1;null;null;house;Kalaat Landalous;Cite El Oulja
500000.0;null;267;2;null;4;house;Le Bardo;Le Bardo
1100000.0;5;600;2;null;null;house;La Soukra;La Soukra
null;6;500;4;null;5;house;Le Kram;Les Jardins de Carthage
125000.0;6;225;2;3;null;house;null;Soliman
450000.0;null;200;2;5;4;house;Tunis;La Medina
350000.0;3;209;2;null;null;house;null;Kélibia
880000.0;7;500;null;17;null;house;Ariana Ville;Ariana
1300000.0;5;645;2;null;null;house;El Menzah;El Manar 1
230000.0;null;118;1;2;1;house;Hammamet;Hammamet
920000.0;5;500;2;null;null;house;Hammamet;Hammamet
180000.0;4;130;2;null;null;house;null;Kélibia
null;null;1100;4;7;6;house;La Soukra;La Soukra
325000.0;2;140;1;4;null;house;Hammamet;Hammamet
null;1;200;3;null;3;house;La Marsa;Ain Zaghouan Nord
80000.0;3;150;1;8;null;house;null;Kalaa Sghira
340000.0;null;333;1;3;2;house;Raoued;Cite el Ghazela
550000.0;4;300;2;7;null;house;Ettadhamen;Cite Ettadhamen
247000.0;null;229;1;2;1;apartment;Midoun;Midoune
550000.0;4;151;null;4;null;house;La Marsa;La Marsa
1250000.0;null;530;null;5;6;house;Le Bardo;Le Bardo
169000.0;3;120;1;null;null;house;Boumhel ;Boumhel 
330000.0;null;148;2;2;6;house;null;Kalaa Sghira
1400000.0;null;682;3;6;3;house;El Menzah;El Menzah 1
425000.0;3;144;2;4;null;house;La Soukra;La Soukra
190000.0;3;420;2;null;null;house;Akouda;Akouda
1500000.0;4;467;null;null;null;house;Le Kram;Les Jardins de Carthage
716700.0;4;184;3;null;null;apartment;La Soukra;Chotrana 1
180000.0;null;161;1;3;2;house;null;Kelibia
230000.0;4;200;1;null;null;house;null;Mahdia
null;5;200;2;null;null;house;El Kabaria;Ibn Sina
7000000.0;null;null;null;null;null;null;Carthage;Carthage
192000.0;null;80;1;5;2;house;Mahdia Ville;Mahdia Ville
null;3;200;1;null;null;house;null;Soliman
480000.0;4;160;2;null;null;house;El Menzah;El Manar 1
310000.0;3;141;2;4;null;house;Tunis;Montfleury
340000.0;2;142;2;null;2;house;Raoued;Cite el Ghazela
360000.0;null;159;1;3;2;house;null;Barraket Essahel
1350000.0;6;611;3;null;5;house;El Menzah;El Menzah 4
null;7;300;2;8;null;house;Bizerte Nord;Bizerte
550000.0;4;240;1;null;null;house;Hammamet;Hammamet
155000.0;5;144;1;null;null;house;Hammam Sousse;Hammam Sousse
750000.0;4;210;1;null;null;house;Carthage;Salambo
950000.0;null;60;2;5;3;house;Hammamet;Hammamet
600000.0;null;123;2;5;2;house;Hammamet;Hammamet
280000.0;2;80;1;3;null;house;Le Bardo;Bouchoucha
270000.0;2;300;1;3;null;house;null;Ghar El Melh
1500000.0;3;150;2;4;null;house;Hammamet;Hammamet
550000.0;4;151;2;null;3;house;La Marsa;Cite des Juges
190000.0;3;120;2;null;null;house;Raoued;Raoued
null;null;200;1;null;2;house;null;Takelsa
600000.0;null;123;1;3;2;house;Carthage;Sidi Bousaid
680000.0;4;360;2;null;null;house;Hammamet;Hammamet
420000.0;4;120;2;5;null;house;Carthage;El Yasmina
null;4;140;1;null;null;house;La Soukra;Dar Fadhal
null;null;100;1;2;1;house;Raoued;Cite des Juges
130000.0;2;121;1;3;null;house;Bizerte Nord;Bizerte
350000.0;3;400;1;null;null;house;Le Bardo;Le Bardo
670000.0;null;827;2;4;3;house;La Manouba;La Manouba
1300000.0;3;493;3;7;null;house;La Soukra;La Soukra
305000.0;4;230;4;null;null;house;La Soukra;Sidi Frej
3500000.0;9;475;4;13;null;house;La Marsa;La Marsa
1180000.0;null;1150;2;7;5;house;La Soukra;La Soukra
250000.0;2;500;1;3;null;house;null;Kelibia
500000.0;4;526;1;null;null;apartment;Hammam Lif;Hammam Lif
3200000.0;5;700;null;null;null;house;La Marsa;La Marsa
null;null;300;1;6;5;house;Tunis;La Medina
375000.0;3;367;2;null;3;house;Ariana Ville;Ariana
250000.0;3;160;null;4;null;house;El Mourouj;El Mourouj 5
490000.0;6;516;1;null;6;house;null;Zarzouna
280000.0;3;130;1;null;null;house;Le Bardo;Le Bardo
370000.0;3;300;1;null;null;house;Le Bardo;Le Bardo
900000.0;11;500;2;null;null;house;Ariana Ville;Riadh al Andalous
300000.0;5;175;3;null;null;apartment;Nouvelle Medina;Nouvelle Medina 
1600000.0;12;400;2;null;null;house;Le Kram;Le Kram
null;2;139;1;null;null;apartment;Douar Hicher;Cité Khaled Ibn El Walid
null;2;130;1;null;null;house;Ben Arous;Ben Arous
340000.0;3;203;1;4;null;house;Hammamet;Hammamet
240000.0;3;220;2;1;null;house;Kalaat Landalous;Cite El Fejja
null;null;350;3;8;6;house;Nouvelle Medina;El Yasminette 
null;2;200;1;null;null;house;Ben Arous;Ben Arous Sud
null;5;396;3;10;null;house;Mornag;Mornag
1320000.0;null;625;2;8;7;house;El Aouina;El Aouina
140000.0;5;82;2;null;null;house;Nouvelle Medina;El Yasminette
150000.0;null;80;3;4;4;house;Oued Ellil;Oued Ellil
1400000.0;null;292;1;3;3;house;Le Kram;Les Jardins de Carthage
750000.0;4;215;2;null;null;apartment;La Soukra;La Soukra
1200000.0;3;242;3;null;null;apartment;La Marsa;Gammarth
560000.0;2;193;2;null;null;house;Raoued;Raoued
716700.0;3;184;2;3;null;apartment;La Soukra;Chotrana 1
550000.0;6;288;2;null;null;house;Nabeul;Nabeul
160000.0;4;100;null;null;null;house;Nabeul;Nabeul
null;8;500;3;null;null;house;Nabeul;Nabeul
350000.0;4;135;2;6;null;house;El Omrane Superieur;El Omrane Supérieur
185000.0;1;60;1;2;null;house;Hammamet;Hammamet
190000.0;4;130;2;null;null;house;Raoued;Raoued
650000.0;3;350;3;null;null;house;Hammamet;Hammamet
345000.0;null;220;2;5;4;house;El Omrane Superieur;Cité Ubn Khaldoun
1400000.0;5;200;1;6;null;house;La Soukra;La Soukra
650000.0;5;225;2;null;null;apartment;La Marsa;Bhar Lazreg
135000.0;2;90;1;null;null;house;null;Kélibia
null;7;1100;4;null;null;house;La Marsa;Gammarth
500000.0;null;300;3;9;6;house;El Mourouj;Cité Taher Haddad
750000.0;5;517;3;7;null;house;null;El Haouaria
580000.0;4;327;2;null;null;house;Hammam Sousse;Hammam Sousse
500000.0;null;500;1;5;4;house;Hammam Lif;Hammam Lif
null;8;120;2;null;null;house;Tunis;Maakel Ezzaim
350000.0;5;180;2;null;null;house;La Marsa;Cité El Khalil
null;9;204;3;null;null;apartment;Hammam Chatt;Borj Cedria
285000.0;4;180;4;3;null;house;Cite El Khadra;Cite El Khadra
210000.0;null;252;1;4;2;house;Sousse Ville;Sousse Ville
330000.0;null;200;1;4;3;house;Rades;Radès
530000.0;6;380;3;null;null;house;Raoued;Raoued
289000.0;null;400;null;3;2;house;Midoun;Midoune
569000.0;4;467;3;null;null;house;null;Ksar Hellal
245000.0;4;179;1;null;3;house;null;Dar Châabane
260000.0;null;260;2;1;3;house;Hammamet;Hammamet
430000.0;5;200;2;null;null;house;Ariana Ville;Cite Ennasr 2
320000.0;7;260;2;null;null;house;null;Ghar El Melh
90000.0;null;null;null;null;null;null;Mednine;Mednine
158000.0;null;345;1;4;3;house;Mornage;Sidi Saad
null;4;100;1;4;null;house;El Omrane Superieur;El Omrane Superieur
75500.0;null;36;1;null;1;house;Mahdia Ville;Mahdia Ville
null;null;610;3;8;4;house;Hammamet;Hammamet
1200000.0;null;300;3;5;4;apartment;Le Kram;Les Jardins de Carthage
null;2;109;1;5;null;house;Hammamet;Hammamet
null;7;200;2;null;null;house;Hammamet;Hammamet
null;5;210;1;null;null;house;Hammamet;Hammamet
350000.0;2;210;1;3;null;house;Megrine ;Megrine 
120000.0;3;88;1;null;null;house;null;Ras Jebel
1800000.0;6;525;3;null;5;apartment;Carthage;Carthage
300000.0;3;200;null;4;null;house;El Omrane Superieur;El Omrane Superieur
220000.0;4;140;2;5;null;house;Boumhel;Boumhel
320000.0;9;240;3;null;null;house;El Omrane Superieur;El Omrane Supérieur
750000.0;null;980;5;1;13;house;null;Korba
392970.0;6;270;1;null;null;house;Djerba;Djerba
1200000.0;3;312;3;null;null;apartment;La Marsa;Gammarth
217000.0;null;139;null;9;7;house;Tunis;Montfleury
3512000.0;6;1705;3;7;null;house;El Menzah;El Menzah 1
490000.0;2;300;2;3;null;house;Hammamet;Hammamet Nord
null;null;241;2;null;10;house;null;Aïn Draham
130000.0;6;200;2;null;4;house;Hammamet;Hammamet Nord
240000.0;7;100;2;null;null;house;Hammamet;Hammamet
520000.0;2;260;2;3;null;house;null;Bizerte
null;7;850;3;null;null;house;La Marsa;La Marsa
null;6;210;2;null;null;house;Le Kram;Les Jardins de Carthage
250000.0;3;160;1;1;null;house;La Marsa;Gammarth
320000.0;5;240;3;null;null;house;Raoued;Raoued
500000.0;6;1;2;null;4;house;Midoun;Zone touristique
280000.0;4;300;2;null;null;house;Raoued;Jaafar
350000.0;2;160;2;null;6;house;Kalaat Landalous;Kalaat Landalous
null;6;500;2;null;null;house;null;Ghar El Melh
80000.0;null;null;null;null;null;null;null;Grombalia
595000.0;null;380;2;4;4;house;null;Gafsa Sud
400000.0;null;300;1;7;3;house;Akouda;Chott Meriem
300000.0;null;200;1;2;1;house;null;Kelibia
480000.0;null;200;1;4;3;house;Sousse Riadh;Sousse Riadh
530000.0;5;200;3;null;null;apartment;Ariana Ville;El Menzah 8
325000.0;3;200;1;4;null;house;Hammamet;Hammamet
null;6;70;3;null;null;house;El Ouardia;Lakanya
500000.0;2;323;1;4;null;house;La Soukra;Dar Fadhal
470000.0;6;197;2;null;null;house;Tunis;La Medina
1200000.0;4;270;2;null;3;house;La Marsa;Gammarth
380000.0;2;150;1;3;null;house;null;Kelibia
250000.0;null;230;1;3;2;house;Raoued;Cite El Wafa
320000.0;6;150;null;6;null;house;El Omrane Superieur;El Omrane Superieur
800000.0;6;304;4;null;null;house;La Soukra;Chotrana 3
1200000.0;8;300;null;null;null;house;Bizerte Nord;Bizerte
1100000.0;1;470;1;null;null;house;Cite El Khadra;Cite Jardins
null;null;80;1;5;3;house;El Kabaria;El Kabaria
890000.0;4;250;1;null;3;house;Monastir Ville;Zone Touristique
220000.0;3;120;null;5;null;house;El Mourouj;El Mourouj 3
380000.0;5;350;2;null;null;house;Ariana Ville;Ariana
780000.0;5;403;3;null;null;house;null;Cite Ettahrir
null;6;165;2;null;3;house;Sakiet Ezzit;Sakiet Ezzit
null;5;750;3;null;null;apartment;Raoued;Raoued
400000.0;2;226;1;3;null;house;Le Kram;Le Kram
370000.0;null;320;null;7;5;house;Ben Arous;Ben Arous
345000.0;null;133;1;4;3;house;Rades;Cite Taieb Mhiri 1
250000.0;null;310;3;9;6;house;Nouvelle Medina;Nouvelle Medina 
320000.0;6;80;2;null;null;house;Djerba;Djerba
600000.0;null;452;2;null;3;house;Raoued;Cite Ennkhilet
220000.0;null;110;2;1;4;house;Le Kram;Le Kram
1300000.0;null;550;4;9;5;house;El Menzah;El Menzah 9
1100000.0;10;262;3;14;null;house;Tunis;Maakel Ezzaim
495000.0;7;300;1;null;null;house;Raoued;Cite el Ghazela
200000.0;2;179;2;3;null;house;null;Hammam El Ghezaz
null;3;245;2;null;null;house;null;Ghar El Melh
250000.0;9;300;3;null;null;house;Hammam Chatt;Borj Cedria
null;5;115;2;1;null;house;La Manouba;La Manouba
null;3;245;2;1;null;house;null;Ghar El Melh
175000.0;6;180;2;null;null;house;Sousse Ville;Sousse Ville
null;8;390;1;null;null;apartment;Raoued;Raoued
180000.0;3;165;1;null;null;house;Hammamet;Hammamet
540000.0;8;2500;4;null;7;house;Mornag;El Alelgua
null;2;160;1;3;null;house;Oued Ellil;Oued Ellil
550000.0;6;288;1;null;null;house;Boumhel;Bou Mhel 
null;null;165;5;null;9;house;Sousse Riadh;Sousse Riadh
260000.0;null;300;1;4;2;house;Djerba;Djerba
320000.0;3;185;2;null;null;house;Sousse Riadh;Sousse Riadh
100000.0;2;750;1;2;null;house;null;Chebba
3000000.0;6;1100;null;null;null;house;La Soukra;La Soukra
null;null;65;1;null;3;house;Tunis;Bab El Assal
800000.0;3;150;1;null;null;house;Akouda;Chott Meriem
480000.0;2;225;2;3;null;house;Nabeul;Cite El Wafa
350000.0;7;178;3;null;3;house;Hammamet;Hammamet
340000.0;6;230;2;5;null;house;El Ouardia;El Ouardia
120000.0;2;512;1;null;null;house;null;Zone Touristique
310000.0;3;200;2;4;null;house;Ben Arous;Ben Arous
1800000.0;5;100;null;null;null;house;La Marsa;Gammarth
890000.0;null;340;null;4;3;house;Ariana Ville;Cite Ennasr 2
null;null;300;1;6;5;house;a;La Med
760000.0;null;230;null;4;3;apartment;El Menzah;El Menzah 9
400000.0;10;240;1;null;null;house;Akouda;Chott Meriem
4800000.0;6;1350;4;null;null;house;La Marsa;Les Berges Du Lac 1
300000.0;null;156;1;null;6;house;null;Dar Chaabane
920000.0;null;540;null;6;5;house;El Menzah;El Manar 1
null;null;null;null;null;null;null;null;Mahdia
600000.0;4;250;null;null;null;house;La Marsa;La Marsa
850000.0;3;108;3;4;null;house;La Marsa;La Marsa
1500000.0;4;440;2;5;null;house;La Marsa;La Marsa
300000.0;7;150;1;null;null;house;La Manouba;La Manouba
null;null;null;null;null;null;null;Sfax Ville;Avenue Teboulbi
280000.0;null;null;null;null;null;null;Sfax Ville;Avenue Teboulbi
490000.0;3;320;null;null;null;house;null;Akouda
330000.0;3;158;null;null;null;house;null;Hergla
620000.0;4;280;null;null;null;house;null;Hergla
500000.0;null;null;null;null;null;null;null;Hergla
900000.0;4;440;null;null;null;house;Akouda;Akouda
195000.0;2;null;null;null;null;house;Akouda;Tantana
550000.0;3;160;null;null;null;house;Hammam Sousse;Hammam Sousse
350000.0;1;116;null;null;null;house;null;Hammam Sousse
550000.0;null;500;1;3;2;house;Raoued;Cite Ennkhilet
1900000.0;8;600;3;null;null;house;null;Ariana Ville
1450000.0;1;367;2;null;3;house;La Marsa;La Marsa
null;3;140;1;null;null;house;Sidi Hassine;Sidi Hassine 
480000.0;11;420;6;11;null;house;Raoued;Cite Ennkhilet
350000.0;3;666;1;null;null;house;Midoun;Mahboubine
325000.0;null;200;1;5;2;house;Hammamet;Hammamet
1500000.0;4;630;null;null;null;house;Hammam Sousse;Hammam Sousse
290000.0;2;165;null;null;null;house;Hammam Sousse;Hammam Sousse
280000.0;3;202;2;null;null;house;Tunis;Montfleury
800000.0;5;270;null;null;null;house;null;Akouda
230000.0;4;108;3;7;null;house;null;Jendouba Ville
370000.0;4;140;2;null;null;house;La Marsa;Cite El Khalil
1850000.0;4;1045;2;null;null;house;Ariana Ville;Riadh al Andalous
350000.0;4;350;2;null;null;house;Bizerte Nord;Bizerte
590000.0;3;200;4;null;null;house;Sousse Ville;Sahloul
null;null;224;1;null;3;house;Boumhel ;Cite Essalem
3200000.0;3;616;null;null;null;house;La Marsa;Les Berges Du Lac 2
850000.0;8;562;2;null;null;house;Hammam Chatt;Hammam Chatt
620000.0;5;274;2;6;null;house;Ariana Ville;Riadh al Andalous
400000.0;4;271;1;8;null;house;Tunis;Sidi Mansour
1900000.0;10;1300;2;null;null;house;Le Bardo;Le Bardo
1050000.0;4;541;2;6;null;house;Le Bardo;Le Bardo
480000.0;5;197;2;null;null;house;Raoued;Ariana Essoghra
750000.0;null;500;4;9;8;house;El Mourouj;El Mourouj 6
620000.0;10;420;5;13;null;apartment;Sousse Ville;Sousse Medina
55000.0;2;65;1;null;null;apartment;null;Ras Jebel
52000.0;2;65;1;null;null;house;null;Ras Jebel
null;10;500;6;null;null;apartment;Boumhel ;Bou Mhel 
66000.0;7;150;3;null;null;house;Sidi Hassine;Cité El Mistiri inSidi Hass
280000.0;6;190;2;null;null;house;El Ouardia;El Ouardia
110000.0;3;150;1;null;null;house;Raoued;Raoued
null;3;100;2;null;null;house;La Marsa;Bhar Lazreg
470000.0;8;220;2;null;null;house;Rades;Rades Plage
780000.0;10;550;4;14;null;house;El Mourouj;El Mourouj 2
null;4;333;2;null;null;house;Ariana Ville;Ariana
5500000.0;7;1017;4;null;null;house;Carthage;Sidi Bousaid
null;4;333;2;null;null;house;La Soukra;Borj Louzir
13000000.0;13;2600;9;null;null;house;Carthage;Sidi Bousaid
170000.0;null;180;2;4;3;house;null;Kelibia
250000.0;5;110;2;7;null;house;e;Bou Mhel inBoumhel Bassat
900000.0;5;220;4;1;null;house;Hammamet;Hammamet
null;4;150;1;null;null;house;null;Korba
320000.0;4;230;2;null;3;house;Houmt Souk;Houmt Souk
160000.0;3;100;2;null;null;house;Raoued;Raoued
4500000.0;null;1200;5;12;11;house;La Marsa;La Marsa
294990.0;null;130;1;4;3;house;Midoun;Midoune
245000.0;4;131;2;null;null;house;null;Kélibia
1000000.0;null;436;3;4;3;house;Sousse Ville;Sousse Ville
null;null;null;null;null;null;null;null;Ksar Debab
167200.0;null;80;1;3;2;house;Djerba;Djerba
693520.0;4;198;2;5;null;house;Djerba;Djerba
850000.0;7;690;3;8;null;house;Mornaguia;Mornaguia
2650000.0;8;3306;3;null;null;house;Raoued;Raoued
50000000.0;3;105;1;null;null;house;Sousse Ville;Sousse Ville
350000.0;2;300;1;1;null;house;Hammamet;Hammamet Nord
140000.0;null;null;null;null;null;null;null;El Haouaria
550000.0;4;620;1;5;null;house;Ettahrir;Ettahrir
600000.0;6;350;5;8;null;house;Ben Arous;Ben Arous
773000.0;null;199;3;5;4;apartment;Hammamet;Hammamet
50000.0;3;90;1;3;null;house;null;Sijoumi
null;3;133;1;null;null;house;La Marsa;Cite Du Stade
650000.0;3;600;2;null;null;house;La Manouba;La Manouba
365000.0;3;131;1;4;null;house;null;Dar Chaabane
550000.0;6;335;2;null;null;house;Raoued;Cité el Ghazela
220000.0;6;221;2;1;null;house;Sfax Ouest;Cité El Bahri
680000.0;10;400;5;null;null;house;Midoun;Midoune
null;4;286;4;null;null;house;La Marsa;Sidi Daoued
990000.0;null;550;6;8;8;house;El Menzah;El Manar 1
660000.0;5;345;2;null;null;house;La Soukra;Borj Louzir
240000.0;7;200;4;null;null;house;La Manouba;La Manouba
null;6;450;2;null;null;apartment;La Marsa;Gammarth
500000.0;8;260;3;null;null;house;Le Bardo;Le Bardo
260000.0;null;181;2;5;4;house;El Mourouj;El Mourouj 6
120000.0;4;139;2;null;null;house;null;Kelibia
370000.0;2;170;1;null;null;house;null;Kelibia
123456.0;9;643;6;null;null;house;El Omrane Superieur;El Omrane Supérieur
560000.0;3;240;2;null;2;house;Hammamet;Hammamet
630000.0;5;630;1;null;null;house;Sousse Riadh;Sousse Riadh
550000.0;3;335;2;3;null;house;Raoued;Cite el Ghazela
499000.0;null;150;2;null;4;house;El Mourouj;El Mourouj 5
220000.0;4;150;1;null;3;house;Ariana Ville;Ariana
null;2;200;3;2;null;house;null;Korba
null;7;197;1;null;null;house;a;La Med
620000.0;2;420;1;5;null;house;Hammamet;Hammamet
1100000.0;4;330;3;7;null;house;Carthage;Sidi Bousaid
350000.0;null;280;2;2;3;house;null;Kelibia
null;6;100335;3;null;null;house;La Soukra;La Soukra
null;4;150;1;5;null;house;Sakiet Eddaier;Merkez Kaaniche
175000.0;4;2200;1;null;null;house;Djerba;Djerba
85000.0;2;70;1;1;null;house;null;El Haouaria
270000.0;4;204;1;null;null;house;Fouchana;Zone Industrielle El Meghira
320000.0;3;271;2;3;null;house;null;Kelibia
185000.0;3;164;1;4;null;house;Kasserine Nord;Kasserine
850000.0;null;200;3;5;4;house;La Marsa;La Marsa
1250000.0;null;396;4;8;10;house;Hammam Sousse;El Kantaoui
850000.0;5;340;2;null;null;house;Carthage;Salambo
350000.0;null;101;null;4;3;house;La Marsa;Cite El Hana
620000.0;null;167;2;3;2;house;Hammamet;Hammamet Nord
1200000.0;3;270;1;null;2;house;La Marsa;La Marsa
600000.0;7;253;3;null;null;house;null;Kairouan Sud
320000.0;15;145;3;null;null;apartment;La Soukra;La Soukra
3000000.0;null;525;null;null;null;null;Monastir Ville;Skanes
null;3;356;1;null;null;house;Nouvelle Medina;Nouvelle Medina 
260000.0;4;267;2;5;null;house;null;Kelibia
495000.0;4;300;1;null;3;house;La Manouba;La Manouba
1250000.0;5;800;null;null;null;house;null;La Soukra
