price;rooms;size;bathrooms;living_areas;bedrooms;type_of_property;city;region
650000.0;4;180;2;null;3;house;La Marsa;La Marsa
550000.0;4;245;3;null;null;house;Hammamet;Hammamet
745000.0;null;295;1;4;3;house;La Soukra;Borj Louzir
260000.0;4;180;2;null;null;house;Nabeul;Nabeul
750000.0;null;400;2;7;7;house;Ariana Ville;Ariana
135000.0;null;null;null;null;null;null;Tunis;Sidi Bechir
null;3;105;1;4;null;house;Hammam Lif;Cite Boussouffara
220000.0;4;100;1;null;null;house;El Omrane Superieur;El Omrane Superieur
350000.0;3;130;1;null;null;house;null;Mezraya
550000.0;4;403;3;6;null;house;La Manouba;La Manouba
300000.0;null;185;null;6;4;house;Raoued;Raoued
350000.0;5;250;2;null;4;house;Raoued;Raoued
1200000.0;8;295;5;null;null;house;El Menzah;El Manar 1
235000.0;5;174;2;null;null;house;Raoued;Raoued
2500000.0;10;610;4;null;6;house;Ariana Ville;El Menzah 5
880000.0;null;500;2;8;6;Residence;null;Raoued
30000.0;1;103;1;null;null;house;null;Bou Salem
400000.0;6;400;1;null;5;house;Mornaguia;Mornaguia
350000.0;null;351;2;2;3;house;Kalaat Landalous;Cite El Mourouj
1200000.0;6;432;null;6;null;house;Ariana Ville;El Menzah 8
null;4;211;null;5;null;house;El Hrairia;El Hrairia
3000000.0;null;850;2;5;4;house;La Marsa;La Marsa
135000.0;null;150;1;3;2;house;Mohamadia;Mohamadia
780000.0;6;250;4;null;null;house;La Marsa;Gammarth Superieur
520000.0;3;326;2;4;null;house;La Marsa;Bhar Lazreg
245000.0;3;218;1;6;null;house;La Soukra;Borj Louzir
null;null;246;1;3;2;house;Bizerte Nord;Bizerte
200000.0;5;140;1;null;null;house;La Manouba;La Manouba
315000.0;8;800;3;null;null;house;Djerba;Djerba
299000.0;null;150;4;9;7;house;Sidi Hassine;Sidi Hassine 
420000.0;null;370;2;6;3;house;Hammamet;Hammamet
420000.0;null;410;null;16;10;house;Sousse Ville;Sousse Ville
1350000.0;14;1000;4;null;null;house;La Marsa;Sidi Daoued
745000.0;4;520;3;5;null;apartment;La Marsa;Bhar Lazreg
320000.0;3;120;1;null;null;apartment;Boumhel ;Bou Mhel 
80000.0;2;200;1;3;null;house;Mnihla;Essanhaji
12345.0;null;549;2;5;4;house;Le Bardo;Le Bardo
1250000.0;7;387;4;null;null;house;Le Kram;Le Kram
null;3;210;1;8;null;house;Sakiet Eddaier;Sakiet Eddaier
230000.0;null;507;1;2;2;house;Midoun;Mahboubine
950000.0;null;810;4;8;8;house;La Soukra;Chotrana 3
1100000.0;6;345;2;null;null;house;El Menzah;El Menzah 9
1800000.0;8;623;2;null;null;house;El Menzah;El Menzah 1
36000.0;1;75;1;3;null;house;Mahdia Ville;Mahdia Ville
260000.0;5;180;2;null;null;house;Tunis;Bab Souika
2000000.0;null;700;null;4;7;house;Ariana Ville;El Menzah 6
215000.0;null;500;1;5;3;house;Djerba;Djerba
850000.0;5;null;2;null;null;House;Raoued;Cite el Ghazela
null;3;350;2;null;null;house;Hammam Sousse;Hammam Sousse
null;3;165;2;null;2;house;null;Aghir
750000.0;10;320;null;null;null;house;Bizerte Nord;Bizerte
230000.0;null;null;null;null;null;null;Hammamet;Hammamet Nord
215000.0;2;185;1;null;null;house;null;El Haouaria
650000.0;7;533;3;null;null;apartment;null;Midoun zone touristique
800000.0;10;440;4;null;null;house;Raoued;Cite Ennkhilet
380000.0;3;240;2;null;null;house;Sousse Ville;Zaouiet
230000.0;null;130;2;13;3;house;null;Tantana
7200000.0;8;1093;4;null;null;apartment;La Marsa;Gammarth Supérieur
300000.0;8;200;2;null;null;house;Mornaguia;Mornaguia
135000.0;3;200;1;null;2;house;Mornaguia;Mornaguia
575000.0;10;715;2;null;4;house;null;Bou Salem
940000.0;10;350;2;null;null;house;Nouvelle Medina;Nouvelle Medina 
170000.0;4;80;1;5;null;house;El Hrairia;Ezzouhour 5
850000.0;4;560;2;null;null;apartment;null;Bizerte
120000.0;null;120;1;4;3;house;Tunis;Sidi Bechir
370000.0;5;145;2;null;null;house;Hammamet;Hammamet Nord
950000.0;4;603;null;8;null;house;Hammamet;Hammamet Nord
350000.0;null;450;2;7;6;house;a;El Yasminette inNouvelle Med
570000.0;null;300;3;8;8;house;null;Barraket Essahel
80000.0;1;197;1;null;1;house;null;Kélibia
1030000.0;null;600;null;7;7;house;Rades;Rades Mongil
490000.0;5;375;3;null;null;apartment;Hammamet;Hammamet Nord
145000.0;null;111;2;10;5;house;La Soukra;Dar Fadhal
280000.0;4;650;2;null;null;house;Hammamet;Hammamet Sud
200000.0;null;450;1;4;2;house;Sfax Ouest;Sfax Ouest
700000.0;4;394;1;null;6;house;Hammam Lif;Bou Kornine
600000.0;5;379;3;null;null;house;Hammamet;Hammamet
260000.0;5;125;1;null;null;house;Nabeul;Nabeul
350000.0;null;165;2;5;4;house;null;Menzel Jemil
1200000.0;6;650;3;7;null;house;null;Ariana Ville
2400000.0;5;500;2;null;null;Residence;La Marsa;La Marsa
290000.0;null;184;2;3;4;house;null;Kélibia
1236000.0;5;242;2;null;null;apartment;Carthage;Sidi Bousaid
null;4;200;1;null;null;house;Tunis;Sidi Bechir
350000.0;null;600;null;4;3;apartment;Midoun;Midoune
850000.0;4;160;2;null;null;house;La Marsa;Cité Les Pins
800000.0;5;300;1;null;null;house;null;Bizerte
1650000.0;null;380;5;6;5;house;Carthage;Sidi Bousaid
380000.0;4;220;3;6;null;house;Hammamet;Hammamet Nord
3000000.0;null;450;4;2;6;house;La Marsa;Les Berges Du Lac 1
420000.0;3;250;1;4;null;house;null;Kelibia
1450000.0;null;600;null;7;6;house;Ariana Ville;El Menzah 5
1320000.0;3;320;3;null;null;house;La Soukra;La Soukra
240000.0;2;160;1;3;null;house;Ettahrir;Ettahrir 1
400000.0;4;400;2;null;null;house;Djerba;Djerba
800000.0;5;317;3;6;null;house;La Marsa;Aouina
1450000.0;4;312;4;5;null;house;La Marsa;Les Berges Du Lac 2
1200000.0;null;1000;null;7;4;house;Houmt Souk;Zone touristique
700000.0;7;450;3;null;7;house;Hammam Chatt;Borj Cedria
115000.0;5;194;2;null;null;house;Oued Ellil;Oued Ellil
680000.0;5;200;2;null;null;house;La Marsa;Cité El Khalil
null;6;500;1;null;null;house;Le Bardo;Le Bardo
270000.0;9;164;2;9;null;house;Tunis;Bab El Khadra
290000.0;null;95;2;6;4;house;null;Kelibia
null;4;485;3;null;null;house;Djerba;Djerba
null;3;177;2;null;null;house;null;Dar Chaabane
160000.0;1;110;1;null;null;house;Sousse Riadh;Sousse Riadh
285000.0;null;400;2;5;3;house;Djerba;Djerba
1250000.0;16;606;7;null;null;house;El Menzah;El Menzah 9
200000.0;5;1000;1;null;null;house;null;Kelibia
255000.0;4;200;2;null;null;house;El Mourouj;El Mourouj 1
420000.0;4;150;1;null;null;house;Raoued;Cite el Ghazela
370000.0;4;270;null;7;null;house;null;Kelibia
620000.0;12;420;6;null;null;apartment;Sousse Ville;Sousse Medina
null;5;280;2;null;5;house;Raoued;Raoued
null;6;220;3;null;null;house;Nouvelle Medina;El Yasminette
550000.0;7;270;4;null;5;house;Carthage;Carthage Byrsa
350000.0;5;246;2;null;3;apartment;La Manouba;La Manouba
230000.0;6;320;null;9;null;house;Hammamet;Hammamet
23413000.0;3;610;1;1;null;house;Sidi Thabet;Cite El Bokri
null;6;280;2;1;null;house;Fouchana;Cite Brim
2000000.0;null;475;2;7;5;house;null;Cite El Menzah
null;null;128;4;null;6;house;null;Kelibia
850000.0;4;352;2;null;null;house;Hammamet;Hammamet Nord
820000.0;null;177;3;6;5;house;Hammamet;Hammamet
1700000.0;6;580;3;null;null;house;El Menzah;Mutuelle Ville
570000.0;4;200;2;null;null;house;Hammamet;Hammamet Nord
300000000.0;7;116;4;null;null;house;Douar Hicher;Douar Hicher
null;7;250;2;null;null;house;La Manouba;La Manouba
280000.0;4;180;1;5;null;house;null;Kairouan Nord
540000.0;7;270;3;null;null;house;Le Kram;Le Kram
550000.0;10;306;2;null;null;house;El Omrane Superieur;Cité El Intilaka
700000.0;10;600;2;null;null;house;null;Ghar El Melh
3300000.0;4;480;null;6;null;house;La Marsa;La Marsa
290000.0;null;90;3;2;3;apartment;Nouvelle Medina;Nouvelle Medina 
450000.0;null;225;2;7;5;house;El Ouardia;El Ouardia
400000.0;8;300;2;null;6;apartment;Mornaguia;Mornaguia
1500000.0;8;605;2;null;null;house;El Menzah;El Manar 3
null;5;230;null;null;null;house;La Soukra;La Soukra
320000.0;4;200;1;null;null;apartment;null;Bizerte
600000.0;null;300;2;8;6;house;Mornaguia;Mornaguia
null;4;350;2;4;null;null;Hammamet;Hammamet Sud
null;4;262;2;null;null;house;Rades;Rades El Mrah
220000.0;4;216;1;null;null;house;null;Kelibia
175000.0;3;300;1;null;null;house;null;Kelibia
950000.0;4;798;3;null;5;house;e;Cité Bou Mhel inBoumhel Bassat
38000.0;1;340;1;1;null;house;null;Kelibia
320000.0;3;1000;1;4;null;house;Mornaguia;Mornaguia
150000.0;null;200;2;null;3;house;Midoun;Zone touristique
800000.0;4;1280;2;null;null;house;La Soukra;Chotrana 1
800000.0;null;185;2;5;4;house;La Soukra;Chotrana 1
7000000.0;5;900;6;7;null;house;Carthage;Carthage
210000.0;5;88;1;null;null;house;null;Ghar El Melh
null;6;145;2;null;null;house;Sousse Riadh;Sousse Riadh
145000.0;4;350;2;5;null;house;null;El Haouaria
360000.0;null;200;2;4;3;house;Tunis;Montfleury
null;3;142;2;null;null;house;Mohamadia;Cite Jardins
null;8;470;5;13;null;house;Hammam Chatt;Borj Cedria
680000.0;4;202;null;null;null;apartment;Le Kram;Les Jardins de Carthage
700000.0;2;480;1;2;null;house;Mahdia Ville;Mahdia Ville
750000.0;9;499;2;null;null;house;Raoued;Cite el Ghazela
540000.0;null;505;1;4;3;house;Hammam Chatt;Hammam Chatt
120000.0;3;100;2;null;null;house;Jedaida;Cite Ennajet
480000.0;1;380;1;10;null;house;Tunis;La Medina
null;3;160;1;null;null;house;null;El Ksar
220000.0;3;200;2;null;null;house;null;Menzel Bouzelfa
null;6;831;1;null;null;house;Tebourba;El Aroussia
450000.0;null;150;2;5;3;house;Megrine;Megrine Chaker 
485000.0;8;240;3;null;null;house;null;Soliman
null;5;160;2;null;null;house;Sakiet Eddaier;Sidi Mansour
550000.0;3;320;3;4;null;house;Sfax Ville;Route gremda
390000.0;3;165;2;1;null;house;null;Zarzis
120000.0;5;2000;3;null;null;house;null;Ain Draham
null;3;200;3;1;null;house;null;Hammam Sousse Gharbi
null;5;144;2;5;null;house;La Manouba;La Manouba
720000.0;6;450;3;null;null;house;Hammamet;Hammamet Nord
null;null;200;1;null;3;house;Sfax Ville;Route Lafrane
300000.0;7;140;3;null;null;house;Sidi Hassine;Sidi Hassine 
null;4;150;2;null;null;house;Hammamet;Hammamet
1200000.0;null;480;2;8;8;house;Tunis;La Medina
null;14;469;8;null;null;house;Sousse Ville;Bouhssina
900000.0;12;400;4;null;null;house;El Mourouj;El Mourouj 1
450000.0;6;570;2;null;null;apartment;Sfax Ville;Route El Ain
150000.0;3;850;1;4;null;house;null;Kelibia
90000.0;4;146;1;null;null;house;Sidi Hassine;Jayara 
100000.0;4;55;2;null;null;house;El Omrane;Oued Sebai
null;null;313;1;null;3;house;null;Bouhjar
null;null;99;1;null;3;house;Jedaida;Cité Ennour
170000.0;10;130;3;null;null;house;null;Bizerte
150000.0;3;101;1;null;null;house;Le Bardo;Ksar Said
null;3;471;2;1;null;house;Ariana Ville;Cite Jaafar
350000.0;null;165;null;6;4;house;Houmt Souk;Houmt Souk
199000.0;3;250;1;null;null;house;null;Makthar
680000.0;5;417;2;6;null;house;El Omrane;El Omrane
235000.0;4;135;1;2;null;house;El Mourouj;Cite Moncef Bey
699000.0;2;1030;1;6;null;house;Houmt Souk;Houmt Souk
70000.0;6;100;1;null;4;house;Bizerte Nord;Bizerte Centre Ville
null;3;350;1;null;null;house;Boumhel ;Cite El Khalij 
1350000.0;null;null;null;null;null;house;Carthage;Carthage
600000.0;3;135;3;null;null;house;El Menzah;El Menzah 9
250000.0;2;220;1;6;null;house;Nabeul;Nabeul
332100000.0;8;172;2;null;null;house;El Ouardia;El Ouardia
null;6;164;2;null;null;house;Tunis;Montfleury
190000.0;null;110;2;null;4;house;null;Hammam Sousse Gharbi
750000.0;null;356;4;10;7;house;Carthage;Salambo
190000.0;null;110;2;null;4;house;null;Khezama Ouest
800000.0;3;300;1;null;null;house;La Marsa;La Marsa
230000.0;5;150;2;null;null;house;Raoued;Raoued
null;1;41;1;null;null;house;null;Tantana
220000.0;5;135;2;null;null;house;Cite El Khadra;Centre Urbain Nord
400000.0;3;350;1;null;3;house;Ariana Ville;Ariana
60000.0;5;120;1;null;null;house;null;Makthar
1100000.0;null;622;4;4;6;house;Ariana Ville;Nouvelle Ariana
259000.0;6;221;2;null;null;house;Oued Ellil;Cite AFH
500000.0;3;230;1;4;null;Residence;El Mourouj;El Mourouj 3
1200000.0;3;300;2;1;null;house;Tunis;Abou El Kacem Chebbi
null;3;120;1;null;null;house;null;Raf Raf
145000.0;null;85;1;null;1;house;Raoued;Cite Ennour Jaafar
1550000.0;10;469;8;null;null;house;null;Cite Jaouhara
320000.0;5;200;2;11;null;house;El Hrairia;Cite Bougatfa
null;3;140;1;null;null;house;null;Raf Raf
220000.0;9;120;3;null;null;house;Hammam Lif;Cité Boussouffara
220000.0;5;135;2;null;null;house;Tunis;Bab Souika
550000.0;3;470;2;null;null;house;Mornaguia;Mornaguia
350000.0;2;400;3;null;9;house;Raoued;Raoued
190000.0;4;198;1;null;null;house;null;El Haouaria
730000.0;4;8500;null;null;null;house;null;Kelibia
2800000.0;4;877;3;5;null;house;Hammamet;Hammamet
null;9;900;null;null;null;house;null;La Marsa
480000.0;6;470;null;null;null;house;La Manouba;La Manouba
140000.0;2;150;1;2;null;house;La Marsa;Aouina
850000.0;6;10000;2;null;4;apartment;Mornag;Khelidia
540000.0;8;463;2;null;6;house;Mornag;Mornag
3600000.0;null;400;4;11;7;house;La Marsa;La Marsa
850000.0;4;800;3;6;null;house;Mornag;Mornag
190000.0;8;141;2;null;null;house;Mornag;Mornag
850000.0;8;15540;2;null;null;house;Mornag;El Ksibi
550000.0;8;218;4;null;null;house;Mornaguia;Mornaguia
null;3;180;1;null;null;house;Hammamet;Hammamet
800000.0;null;343;4;4;4;house;La Soukra;Chotrana 3
350000.0;null;720;1;5;6;house;Sfax Ville;Route Bouzayyen
450000.0;null;730;1;3;3;apartment;Hammamet;Hammamet Sud
null;4;250;1;null;null;house;La Manouba;La Manouba
980000.0;null;450;5;6;4;Residence;Hammamet;Hammamet Sud
3500000.0;null;754;2;null;5;house;Carthage;Carthage
null;2;116;2;null;null;house;Mnihla;Mnihla
850000.0;1;1000;1;1;null;house;null;Aghir
440000.0;null;510;1;4;3;house;null;Kelibia
430000.0;3;166;null;null;null;apartment;Sousse Jaouhara;Sousse Jaouhara
95000.0;null;63;1;null;1;house;La Soukra;Borj Louzir
null;3;181;2;null;null;house;Ariana Ville;Ariana
null;null;180;null;5;4;house;null;Soliman
745000.0;3;612;1;4;null;house;Boumhel ;Boumhel 
460000.0;7;349;2;null;null;house;El Mourouj;El Mourouj 3
null;7;228;2;null;null;house;Cite El Khadra;Cite El Khadra
300000.0;3;130;1;null;null;house;Le Bardo;Le Bardo
290000.0;null;150;null;3;2;house;Hammam Lif;Hammam Lif
270000.0;null;165;1;6;3;house;Nouvelle Medina;Nouvelle Medina
null;null;140;2;null;3;house;null;Dar Chaabane
350000.0;null;null;null;2;1;house;Raoued;Cite des Juges
440000.0;null;700;1;3;3;house;Hammamet;Hammamet Sud
520000.0;14;300;4;null;null;house;El Mourouj;El Mourouj 4
160000.0;null;90;1;3;2;house;Cite El Khadra;Cite Jardins
550000.0;3;2500;1;null;null;house;Mornag;El Alelgua
550000.0;5;1000;1;null;4;house;Mornag;El Alelgua
170000.0;6;124;3;9;null;house;Mornag;Mornag
275000.0;6;118;2;null;null;house;Mornag;Mornag
275000.0;5;263;2;null;null;house;null;Kelibia
470000.0;7;328;2;null;null;house;Mornag;Mornag
420000.0;3;444;1;null;2;house;Mornag;Mornag
null;6;400;3;null;null;apartment;null;Ras Jebel
null;2;472;1;null;null;house;Houmt Souk;Houmt Souk
3500000.0;10;2700;6;null;null;house;La Soukra;La Soukra
1400000.0;null;550;2;13;5;house;El Menzah;El Menzah 9
null;null;530;2;4;4;house;La Manouba;La Manouba
150000.0;5;90;2;2;null;house;El Omrane;Jbel Lahmar
330000.0;null;254;2;2;4;house;Hammamet;Hammamet Sud
null;6;130;2;null;null;house;El Battan;El Battan
null;11;164;null;11;null;house;Mohamadia;Cite Essalem
null;null;600;1;null;5;house;null;Korba
270000.0;null;180;1;5;3;house;null;Kelibia
null;5;389;1;null;null;house;El Ouardia;Debouzville
2400000.0;5;1208;3;null;null;house;La Marsa;Gammarth Superieur
null;3;267;2;null;null;house;null;Kelibia
null;null;150;2;null;6;house;Ben Arous;Ben Arous
200000.0;2;120;1;null;2;house;Tunis;Montfleury
590000.0;5;227;2;null;null;apartment;La Marsa;Cite Erriadh
null;null;300;2;null;3;house;Beni Khiar;Beni Khiar
null;1;340;1;null;3;apartment;Hammamet;Hammamet Nord
280000.0;6;136;2;2;null;house;Tunis;Bab Jazira
470000.0;3;300;1;1;null;house;El Menzah;El Menzah 9
null;null;880;1;null;3;house;null;Msaken
3250000.0;26;1000;14;null;null;house;Hammam Sousse;El Kantaoui
220000.0;2;110;1;null;null;house;Fouchana;Fouchana
800000.0;null;343;null;4;4;house;La Soukra;Chotrana 2
350000.0;6;175;2;null;4;house;Houmt Souk;Houmt Souk
98000.0;2;109;1;null;null;house;Mohamadia;Cite El Ksar
300000.0;2;365;1;null;2;house;Mohamadia;Cite El Baccouch
250000.0;4;230;1;null;null;house;null;Korba
null;null;230;1;null;5;apartment;null;Hammam Zriba
null;2;255;2;null;null;house;El Hrairia;Ezzahrouni
220000.0;null;150;2;7;5;house;Ettadhamen;Cite 18 Janvier
null;1;180;2;null;6;house;null;Menzel Jemil
110000000.0;9;220;null;17;null;house;null;Tezdaine
null;3;250;2;null;null;house;Oued Ellil;Oued Ellil
220000.0;4;80;1;null;null;house;El Mourouj;El Mourouj 3
950000.0;7;500;1;null;4;house;Sousse Riadh;Sousse Riadh
null;null;108;1;null;3;house;Tabarka;Tabarka Ville
350000.0;5;109;2;null;null;house;Sousse Riadh;Sousse Riadh
80000.0;7;100;2;null;null;house;null;Sijoumi
225000.0;3;177;1;6;null;house;Beja;Beja Nord
385000.0;5;120;1;null;null;house;Douz;El Golaa
1400000.0;5;250;3;null;4;house;Hammamet;Yasmine Hammamet
160000.0;4;100;2;null;null;house;Hammam Chatt;Bir El Bey
260000.0;9;114;2;null;null;house;La Manouba;La Manouba
750000.0;7;460;2;null;null;house;Megrine;Sidi Rezig Megrine
1600000.0;null;420;11;12;11;house;Mahdia Ville;Mahdia Ville
350000.0;2;120;2;null;null;house;Bizerte Nord;Bizerte Centre Ville
null;4;1000;2;7;null;house;null;Gabes Sud
null;3;197;1;null;null;house;null;Sijoumi
300000.0;4;150;2;8;null;house;e;Bou Mhel inBoumhel Bassat
null;5;400;2;null;null;house;Mornaguia;Mornaguia
null;6;300;1;null;2;house;null;Chebba
null;3;150;1;null;null;house;Ettadhamen;Cite Ettadhamen
800000.0;14;400;4;null;null;house;Tunis;La Medina
null;null;150;2;null;4;house;Ettadhamen;Cite Ettadhamen
600000.0;7;600;3;null;null;house;Raoued;Raoued
null;3;172;1;null;null;house;null;Dar Chaabane
370000.0;null;230;1;null;3;house;Beni Khiar;Beni Khiar
340000.0;3;120;1;null;null;house;Boumhel Bassat;Cite Essafa 
null;5;240;2;null;null;house;null;Cite Jaouhara
null;5;220;1;null;null;house;La Manouba;Denden
1100000.0;5;300;4;6;null;apartment;Hammamet;Hammamet
1279000.0;null;523;null;null;null;apartment;Le Kram;Les Jardins de Carthage
null;2;120;1;null;null;house;Nabeul;Nabeul
null;5;250;2;null;null;house;Tunis;La Medina
700000.0;3;6745;2;null;2;house;Mednine;Mednine
null;3;220;1;null;null;house;null;Al-Qayrawan
449500.0;null;198;null;4;3;apartment;Mednine;Mednine
284000.0;4;400;1;null;null;house;Hammamet;Yasmine Hammamet
null;4;100;1;null;2;house;Raoued;Raoued
520000.0;2;208;1;3;null;house;La Marsa;Cite Du Stade
400000.0;null;630;1;null;4;house;Sakiet Ezzit;Merkez Chihya
null;3;120;2;null;null;house;La Soukra;Cite de l'aeroport
1200000.0;5;200;2;null;null;house;La Soukra;La Soukra
null;3;100;1;null;2;house;Sidi Thabet;Cite Mongi Slim
270000.0;3;250;1;null;null;house;Raoued;Raoued
450000.0;6;150;1;null;null;house;Rades;Cite Mohamed Ali
140000.0;3;850;1;null;null;house;null;Kelibia
null;4;500;4;null;null;house;Houmt Souk;Houmt Souk
null;4;225;1;null;null;house;La Marsa;Bhar Lazreg
null;4;130;1;null;null;house;null;Jendouba Ville
null;4;1800;2;5;null;house;La Marsa;La Marsa
null;4;207;2;null;4;house;La Manouba;La Manouba
null;5;209;2;null;null;house;Le Bardo;Le Bardo
null;2;405;1;3;null;house;Sidi Thabet;Cite el Mrezga
null;6;180;2;null;null;house;Raoued;Cite Ennour Jaafar
2200000.0;5;500;2;null;null;null;La Marsa;Cite Les Pins
null;2;260;1;null;null;house;null;El Haouaria
800000.0;5;616;2;null;null;house;Hammam Sousse;Cite de la Plage
150000.0;2;128;null;3;null;house;La Goulette;La Goulette
null;6;140;2;null;null;house;Fouchana;Naassen
null;3;1400;1;null;3;house;null;Mateur
null;4;1;null;null;null;house;null;Hergla
null;null;257;4;4;10;house;Bizerte Sud;La Pecherie
1350000.0;null;605;null;7;4;house;Rades;Rades Mongi
290000.0;2;190;1;null;null;house;Metline;Metline 
null;3;103;1;null;null;house;Sousse Riadh;Sousse Riadh
null;null;100;1;null;1;house;Tabarka;Zone Touristique
null;null;300;2;null;2;house;Raoued;Raoued
139000.0;4;95;1;4;null;house;Fouchana;Fouchana
150000.0;3;119;1;4;null;house;Tunis;Bab El Khadra
150000.0;1;160;1;2;null;Apartment;Megrine;Megrine Chaker 
1450000.0;null;390;2;4;3;house;La Marsa;La Marsa
180000.0;4;80;1;6;null;house;Bizerte Nord;Bizerte
null;3;190;1;4;null;house;El Ouardia;Bellevue
190000.0;null;140;null;4;3;house;La Marsa;Bhar Lazreg
160000.0;null;76;1;2;1;house;La Marsa;Gammarth
650000.0;5;1000;3;null;null;house;null;Zarzis
2800000.0;7;680;null;null;null;house;null;La Soukra
null;5;150;2;null;4;apartment;La Marsa;La Marsa
650000.0;9;400;null;17;null;apartment;Raoued;Raoued
120000.0;3;90;1;null;2;house;Tabarka;Zone Touristique
150000.0;4;70;2;null;null;house;Rades;Cite Taieb Mhiri 2
1500000.0;5;580;3;null;null;house;Ariana Ville;El Menzah 5
380000.0;null;150;2;2;3;house;La Marsa;Cite El Khalil
null;5;4250;4;7;null;house;La Soukra;La Soukra
null;1;100;1;null;null;house;El Omrane;Cite des Oliviers
null;7;150;1;null;null;house;Fouchana;Cite Brim
550000.0;12;265;3;null;null;house;Raoued;Jaafar
285000.0;4;250;1;null;null;house;Le Bardo;Le Bardo
null;4;145;1;null;null;house;Sousse;Messadine
670000.0;2;335;4;4;null;house;Hammamet;Hammamet
600000.0;null;1500;null;6;6;house;Hammamet;Hammamet
170000.0;8;100;1;null;null;house;Tunis;Saida Mannoubia
null;null;144;1;null;1;house;Sfax Sud;Merkez Sahnoun
800000.0;3;300;1;null;null;house;Hammamet;Hammamet
2000000.0;null;300;1;null;3;house;Hammamet;Hammamet
810000.0;null;200;null;6;4;house;Hammamet;Hammamet Nord
1100000.0;null;300;1;null;3;house;Hammamet;Hammamet
320000.0;2;300;1;3;null;house;Hammamet;Hammamet Nord
4000000.0;1;1660;1;2;null;house;El Menzah;Mutuelle Ville
750000.0;3;320;1;null;null;house;Hammamet;Hammamet
220000.0;5;110;1;4;null;house;Bizerte Nord;Bizerte Centre Ville
350000.0;4;350;1;4;null;house;null;Zarzouna
250000.0;6;106;1;null;null;house;null;Bizerte
340000.0;null;180;3;4;3;house;Akouda;Chott Meriem
null;7;75;2;7;null;house;Nouvelle Medina;Nouvelle Medina
260000000.0;6;250;2;7;null;house;La Medina;La Medina
null;3;460;1;4;null;house;null;Msaken
340000.0;null;83;1;2;1;house;Le Kram;Les Jardins de Carthage
160000.0;3;132;1;4;null;house;null;Zarzouna
7500000.0;8;990;null;9;null;house;null;Tunis
250000.0;4;180;1;null;3;house;Tunis;Bab Saadoun
250000.0;3;143;2;4;null;house;null;Sakiet Ezzit
null;2;180;1;3;null;apartment;null;Bouficha
320000.0;3;150;2;null;3;house;Nouvelle Medina;Nouvelle Medina 
